PROMOTION_CODE|COUPON_CODE|BUSINESS_DATE|TRANSACTION_DATE|GL_POST_DATE|STORE_NO|SKU_NUMBER|TRANSACTION_NUMBER|TRANSACTION_LINE_NUMBER|TERMINAL_ID|TRANSACTION_TYPE|ATG_ORDER_NO|LOCAL_DISCOUNT_AMT|ATG_PROFILE_ID|BI_USA_ID
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-27|2020-02-27 05:51:47||66|1258334|37033|2|1|SALE||2.85||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-27|2020-02-27 05:51:47||66|958801|37033|3|1|SALE||.05||
48||2020-02-11|2020-02-11 13:36:33||36|2211126|23404|1|7|RETURN||-3.53||
PROMO_TLP_xsellfrag20pfeb20_0800693|DFSK4NVFD|2020-02-11|2020-02-11 14:18:17||36|1960681|23420|1|7|SALE||19.00||
PROMO_TLP_q4bounceb15p_0800667||2020-02-11|2020-02-11 14:28:02||36|2105674|23426|1|7|RETURN||-5.60||
17||2020-02-07|2020-02-12 19:05:16||48|1221084|68298|1|14|RETURN||-.29||
17||2020-02-07|2020-02-12 19:05:16||48|1221084|68298|2|14|SALE||.29||
EMPL:SEPH_EMPL_40||2020-02-11|2020-02-11 17:31:20||946|2287928|4116|1|7|RETURN||-2.80||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 17:31:20||946|2287829|4116|2|7|SALE||2.80||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 16:56:32||20|2123586|94413|1|8|SALE||3.60||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 16:56:32||20|2123578|94413|2|8|SALE||3.60||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 16:56:32||20|1820273|94413|3|8|SALE||7.20||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 16:56:32||20|2175412|94413|4|8|SALE||7.80||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 16:56:32||20|2200095|94413|5|8|SALE||8.40||
198:682:117||2020-02-11|2020-02-11 16:56:32||20|1764950|94413|6|8|SALE||2.40||
198:682:117||2020-02-11|2020-02-11 16:56:32||20|1765007|94413|7|8|SALE||2.40||
198:682:117||2020-02-11|2020-02-11 16:56:32||20|1765007|94413|8|8|SALE||2.40||
198:682:117||2020-02-11|2020-02-11 16:56:32||20|2118479|94413|9|8|SALE||6.00||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 16:56:32||20|2087385|94413|10|8|SALE||10.20||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 17:09:11||20|2072569|94419|1|8|SALE||5.40||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 17:09:11||20|2169431|94419|2|8|SALE||8.70||
10||2020-02-11|2020-02-11 17:41:31||20|2234649|94430|1|8|RETURN||-3.75||
10||2020-02-11|2020-02-11 17:41:31||20|2105286|94430|2|8|RETURN||-2.25||
18|6179641254827508|2020-02-11|2020-02-11 18:11:45||20|2214781|94440|1|8|SALE||10.61||
18|6179641254827508|2020-02-11|2020-02-11 18:11:45||20|2214781|94440|1|8|SALE||10.60||
18|6179641254827508|2020-02-11|2020-02-11 18:11:45||20|487694|94440|2|8|SALE||14.39||
18|6179641254827508|2020-02-11|2020-02-11 18:11:45||20|487694|94440|2|8|SALE||14.40||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 19:13:28||20|1284728|94450|1|8|SALE||29.10||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 19:15:08||20|1802677|94451|1|8|SALE||3.20||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 19:15:08||20|1802677|94451|2|8|SALE||3.20||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 21:05:38||20|452490|94463|3|8|SALE||9.00||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 21:05:38||20|2064228|94463|4|8|SALE||9.00||
PROMO_SCC_1791||2020-02-11|2020-02-11 11:44:17||36|2250082|28405|1|8|RETURN||-6.75||
10||2020-02-11|2020-02-11 11:47:13||36|2233849|28406|4|8|RETURN||-18.00||
PROMO_TLP_xsellfrag20pfeb20_0800693|DFSK4NVFD|2020-02-11|2020-02-11 13:45:41||36|625186|28445|2|8|SALE||23.00||
197:681:116||2020-02-11|2020-02-11 17:52:53||36|1765023|28483|4|8|SALE||5.00||
197:681:116||2020-02-11|2020-02-11 17:52:53||36|1765023|28483|8|8|SALE||5.00||
251:1906:322||2020-02-11|2020-02-11 18:20:25||36|2173987|28500|1|8|SALE||74.00||
HOLIDAY_BONUS_ROUGE||2020-02-11|2020-02-11 18:31:13||36|2076420|28502|1|8|RETURN||-3.60||
10||2020-02-11|2020-02-11 11:02:09||404|2269868|22811|1|3|RETURN||-6.20||
198:682:117||2020-02-11|2020-02-11 11:30:26||404|2048858|22817|4|3|SALE||6.00||
17||2020-02-11|2020-02-11 12:51:44||404|2248102|22841|1|3|RETURN||-10.00||
PROMO_0800703||2020-02-11|2020-02-11 13:11:00||404|1912385|22848|1|3|RETURN||-10.48||
10||2020-02-11|2020-02-11 13:14:48||404|2276160|22850|1|3|RETURN||-9.40||
HOLIDAY_BONUS_VIB||2020-02-11|2020-02-11 13:17:46||404|2026102|22853|1|3|RETURN||-3.90||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 18:16:04||1114|2089365|7634|1|2|SALE||11.70||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 18:50:43||1176|1974252|7588|1|2|SALE||12.60||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 18:50:43||1176|2230829|7588|2|2|SALE||6.00||
85:93:126||2020-02-11|2020-02-11 14:27:53||1178|1893544|10165|6|2|SALE||4.95||
PROMO_TLP_xsellfrag20pfeb20_0800693|DFSK4NVFD|2020-02-11|2020-02-11 15:24:08||1178|1739325|10175|2|2|SALE||19.00||
198:682:117||2020-02-11|2020-02-11 16:15:28||1180|2060283|36725|4|2|SALE||6.00||
PROMO_TLP_xsellfrag20pfeb20_0800693|DFSK4NVFD|2020-02-11|2020-02-11 17:07:07||1180|1284249|36745|2|2|SALE||14.80||
85:93:126||2020-02-11|2020-02-11 12:59:53||1180|1893544|15220|6|6|SALE||4.95||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 15:35:01||1180|1513225|15234|1|6|SALE||26.40||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 19:02:33||1180|1918903|15236|1|6|SALE||21.90||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 19:02:33||1180|89979|15236|2|6|SALE||28.50||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 19:02:33||1180|1838879|15236|3|6|SALE||37.20||
198:682:117||2020-02-11|2020-02-11 13:53:31||1206|1765007|13743|4|2|SALE||6.00||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 19:09:07||1206|2169431|13758|1|2|SALE||8.70||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 19:09:07||1206|2243012|13758|3|2|SALE||4.80||
10||2020-02-11|2020-02-11 19:59:54||1206|2219681|13762|1|2|RETURN||-11.40||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 19:59:54||1206|2044170|13762|2|2|SALE||12.00||
198:682:117||2020-02-11|2020-02-11 12:58:07||1208|2118479|6211|4|2|SALE||6.00||
197:681:116||2020-02-11|2020-02-11 17:48:00||1208|2233427|22363|6|4|SALE||5.00||
PROMO_TLP_xsellfrag20pfeb20_0800693|DFSK4NVFD|2020-02-11|2020-02-11 18:00:27||1208|1646603|22368|1|4|SALE||19.80||
PROMO_0800703||2020-02-11|2020-02-11 18:24:08||1208|2042802|22374|1|4|RETURN||-4.39||
PROMO_0800703||2020-02-11|2020-02-11 18:24:08||1208|1686419|22374|2|4|RETURN||-5.21||
198:682:117||2020-02-11|2020-02-11 17:03:02||1220|1764950|7232|5|3|SALE||6.00||
56||2020-02-11|2020-02-11 12:19:23||1226|683490|45096|1|2|SALE||.35||
56||2020-02-11|2020-02-11 12:19:23||1226|2149417|45096|2|2|SALE||.30||
56||2020-02-11|2020-02-11 12:19:23||1226|2182053|45096|3|2|SALE||.90||
56||2020-02-11|2020-02-11 15:20:29||1226|1782267|45102|1|2|SALE||.85||
56||2020-02-11|2020-02-11 15:20:29||1226|2169308|45102|2|2|SALE||1.20||
10||2020-02-11|2020-02-11 15:21:30||1226|1777671|45103|1|2|RETURN||-4.40||
10||2020-02-11|2020-02-11 15:24:04||1226|838821|45104|1|2|RETURN||-6.00||
197:681:116||2020-02-11|2020-02-11 17:47:58||1226|1973767|45120|8|2|SALE||5.00||
198:682:117||2020-02-11|2020-02-11 17:47:58||1226|1973684|45120|9|2|SALE||6.00||
PROMO_TLP_decpfd15_0800690||2020-02-11|2020-02-11 18:08:29||1226|1778844|45127|1|2|RETURN||-12.75||
