sephora_id,order_number,atg_order_number,purchase_date,product_sk,sku_number,store_number,discount_amount,transaction_type,currency_code,void_flag,dotcom_guest_flag,brand_name,sample_sku_code,csr_id,standard_sample_flag,total_sales_local_amount,gross_units,product_category,merch_code,country_origin,mplus_flag,transaction_number,transaction_sequence_number,shipped_date,department_number,department_name,hazmat_flag,gift_flag,dt,release_date,received_date,purchase_year,purchase_month,channel_type
null,086790249900000001324000001,,2020-10-02,40985314,2389609,928,0,S,US,N,null,MAKEUP BY MARIO,,null,null,24,1,Eyeshadow,,,,13240,4,2020-10-02,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1025782578,086930079000000001985500002,null,2020-10-16,40980187,2337954,428,0,S,US,N,null,MARC JACOBS BEAUTY,,null,null,29,1,Lip Gloss,,null,,19855,2,2020-10-16,10,Makeup,null,null,2020-10-18-155241,null,null,2020,10,US STORE
null,086790262700000008270100004,,2020-10-02,40913526,1678671,1118,0,S,US,N,null,ROSEBUD PERFUME COMPANY,,null,null,7,1,Lip Balms & Treatments,,,,82701,2,2020-10-02,15,Skincare,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1025782578,086930079000000001985500002,null,2020-10-16,40977351,2311686,428,0,S,US,N,null,MILK MAKE UP,BI,null,null,0,1,,,null,,19855,4,2020-10-16,97,Unclassified,null,null,2020-10-18-155241,null,null,2020,10,US STORE
null,086790262700000008270100004,,2020-10-02,40949339,2031649,1118,0,S,US,N,null,BENEFIT,,null,null,25,1,Mascara,,,,82701,1,2020-10-02,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1025782578,086930079000000001985500002,null,2020-10-16,40960125,2139707,428,0,S,US,N,null,KAJA,,null,null,21,1,Eye Palettes,,null,,19855,3,2020-10-16,10,Makeup,null,null,2020-10-18-155241,null,null,2020,10,US STORE
null,086790269600000008553700001,,2020-10-02,40961814,2156578,1164,0,S,US,N,null,FENTY,,null,null,19,1,Lip Gloss,,,,85537,1,2020-10-02,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1005585086,086970063300000004227500003,null,2020-10-20,40977373,2311678,388,0,S,US,N,null,SOL DE JANEIRO,BI,null,null,0,1,,,null,,42275,2,2020-10-20,97,Unclassified,null,null,2020-10-22-161157,null,null,2020,10,US STORE
null,086790271600000003354600001,,2020-10-02,40969373,2230944,1186,-85,S,US,N,null,VIKTOR & ROLF,,null,null,0,1,Cologne,,,,33546,2,2020-10-02,30,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1005585086,086970063300000004227500003,null,2020-10-20,40935551,1894039,388,0,S,US,N,null,FARMACY,,null,null,34,1,Moisturizers,,null,,42275,1,2020-10-20,15,Skincare,null,null,2020-10-23-155056,null,null,2020,10,US STORE
null,086790271600000003354600001,,2020-10-02,40980313,2338994,1186,0,S,US,N,null,VIVABOXES,,null,null,0,1,,,,,33546,1,2020-10-02,30,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1005585086,087040275800000003862700003,null,2020-10-27,40935551,1894039,1238,0,R,US,N,null,FARMACY,,null,null,-34,-1,Moisturizers,,null,,38627,1,2020-10-27,15,Skincare,null,null,2020-10-29-160918,null,null,2020,10,US STORE
null,086790284600000000267800002,,2020-10-02,40952334,2061760,1308,0,S,US,N,null,NARS,,null,null,13,1,Makeup,,,,2678,6,2020-10-02,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1018875014,087050065400000002110400063,null,2020-10-28,40972709,2264539,256,-3.3,S,US,N,null,BENEFIT,,null,null,18.7,1,Concealer,,null,,21104,3,2020-10-28,10,Makeup,null,null,2020-10-30-160013,null,null,2020,10,US STORE
null,086790284600000000267800002,,2020-10-02,40909251,1635770,1308,0,S,US,N,null,URBAN DECAY,,null,null,25,1,Mascara,,,,2678,5,2020-10-02,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1018875014,087050065400000002110400063,null,2020-10-28,40949305,2031078,256,-7.35,S,US,N,null,NARS,,null,null,41.65,1,Foundation,,null,,21104,1,2020-10-28,10,Makeup,null,null,2020-10-30-160013,null,null,2020,10,US STORE
null,086790284600000000267800002,,2020-10-02,216727,1531748,1308,0,S,US,N,null,URBAN DECAY,,null,null,21,1,Lip Liner,,,,2678,3,2020-10-02,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1018875014,087050065400000002110400063,null,2020-10-28,40976977,2307783,256,-2.7,S,US,N,null,FENTY,,null,null,15.3,1,Mini Size,,null,,21104,2,2020-10-28,10,Makeup,null,null,2020-10-30-160013,null,null,2020,10,US STORE
null,086790284600000000267800002,,2020-10-02,40975315,2290674,1308,0,S,US,N,null,SEPHORA ACCESSORIES,,null,null,20,1,Eye Brushes,,,,2678,1,2020-10-02,40,Sephora Collection,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1018875014,087050065400000002110400063,null,2020-10-28,40976961,2307973,256,-1.65,S,US,N,null,KVD VEGAN BEAUTY,,null,null,9.35,1,Liquid Lipstick,,null,,21104,4,2020-10-28,10,Makeup,null,null,2020-10-30-160013,null,null,2020,10,US STORE
null,086790284600000000267800002,,2020-10-02,199021,1350024,1308,0,S,US,N,null,SMASHBOX,,null,null,39,1,Face Primer,,,,2678,4,2020-10-02,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1001778576,086780047600000001961000001,,2020-10-01,40962192,2160687,326,0,S,US,N,null,BURBERRY,,null,null,124,1,Perfume,,,,19610,2,2020-10-01,20,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086790284600000000267800002,,2020-10-02,213389,1498757,1308,0,S,US,N,null,URBAN DECAY,,null,null,22,1,Eyeliner,,,,2678,7,2020-10-02,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1001778576,086780047600000001961000001,,2020-10-01,40977933,2317360,326,0,S,US,N,null,ELLIS BROOKLYN,,null,null,30,1,Fragrance,,,,19610,3,2020-10-01,20,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086790284600000000267800002,,2020-10-02,40975252,2290245,1308,0,S,US,N,null,SEPHORA ACCESSORIES,,null,null,18,1,Eye Brushes,,,,2678,2,2020-10-02,40,Sephora Collection,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1001778576,086780047600000001961000001,,2020-10-01,40942746,1964832,326,0,R,US,N,null,GUCCI,,null,null,-130,-1,Perfume,,,,19610,1,2020-10-01,20,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086790286300000000696900002,,2020-10-02,172661,1056092,1268,0,S,US,N,null,ANASTASIA,,null,null,23,1,Eyebrow,,,,6969,2,2020-10-02,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1091986091,087070101700000000074300004,null,2020-10-30,40900393,1567205,650,0,S,US,N,null,FIRST AID BEAUTY LTD,,null,null,24,1,Face Wash & Cleansers,,null,,743,7,2020-10-30,15,Skincare,null,null,2020-11-01-153256,null,null,2020,10,US STORE
null,086790286300000000696900002,,2020-10-02,40982534,2361301,1268,0,S,US,N,null,RARE BEAUTY,,null,null,29,1,Foundation,,,,6969,1,2020-10-02,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1091986091,087070101700000000074300004,null,2020-10-30,40936212,1900703,650,0,S,US,N,null,URBAN DECAY,,null,null,15,1,Makeup,,null,,743,9,2020-10-30,10,Makeup,null,null,2020-11-01-153256,null,null,2020,10,US STORE
null,086800038600000005924100001,,2020-10-03,40974260,2279974,48,0,S,US,N,null,SEPHORA ACCESSORIES,,null,null,14,1,Sponges & Applicators,,,,59241,2,2020-10-03,40,Sephora Collection,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1056029598,087000075300000001087600001,null,2020-10-23,40978913,2327260,378,0,S,US,N,null,FENTY,,null,null,19,1,Lip Gloss,,null,,10876,3,2020-10-23,10,Makeup,null,null,2020-10-25-155938,null,null,2020,10,US STORE
null,086800038600000005924100001,,2020-10-03,40938819,1927078,48,0,S,US,N,null,SEPHORA ACCESSORIES,,null,null,40,1,Eye Brushes,,,,59241,1,2020-10-03,40,Sephora Collection,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1056029598,087000075300000001087600001,null,2020-10-23,40944754,1985241,378,0,S,US,N,null,OLE HENRIKSEN,,null,null,24,1,Skincare,,null,,10876,1,2020-10-23,15,Skincare,null,null,2020-10-25-155938,null,null,2020,10,US STORE
null,086800038600000005924100001,,2020-10-03,210327,1466820,48,0,S,US,N,null,SYSTEM USE,OT,null,null,0.1,1,SPECIAL PRODUCTS,,,,59241,6,2020-10-03,96,Unclassified,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1056029598,087000075300000001087600001,null,2020-10-23,40965220,2191252,378,0,S,US,N,null,MILK MAKE UP,,null,null,15,1,Mini Size,,null,,10876,2,2020-10-23,10,Makeup,null,null,2020-10-25-155938,null,null,2020,10,US STORE
null,086800038600000005924100001,,2020-10-03,40956261,2101178,48,0,S,US,N,null,SEPHORA COLOR,,null,null,9,1,Eyeshadow,,,,59241,5,2020-10-03,40,Sephora Collection,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1056029598,087000075300000001087600001,null,2020-10-23,40978954,2327245,378,0,S,US,N,null,FENTY,,null,null,19,1,Lip Gloss,,null,,10876,4,2020-10-23,10,Makeup,null,null,2020-10-25-155938,null,null,2020,10,US STORE
null,086800038600000005924100001,,2020-10-03,40952305,2061729,48,0,S,US,N,null,SEPHORA COLOR,,null,null,9,1,Lip Gloss,,,,59241,4,2020-10-03,40,Sephora Collection,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1056029598,087000075300000001087600001,null,2020-10-23,40984622,2382935,378,0,S,US,N,null,ANASTASIA,,null,null,25,1,Eye Sets,,null,,10876,6,2020-10-23,10,Makeup,null,null,2020-10-25-155938,null,null,2020,10,US STORE
null,086800038600000005924100001,,2020-10-03,40938702,1925908,48,0,S,US,N,null,FENTY,,null,null,36,1,Highlighter,,,,59241,3,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1056029598,087000075300000001087600001,null,2020-10-23,40950716,2045920,378,0,S,US,N,null,SEPHORA ACCESSORIES,,null,null,10,1,Spa Tools,,null,,10876,5,2020-10-23,40,Sephora Collection,null,null,2020-10-25-155938,null,null,2020,10,US STORE
null,086800038800000007401800003,,2020-10-03,40938644,1925320,50,0,S,US,N,null,FENTY,,null,null,35,1,Foundation,,,,74018,1,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1062815671,086870048400000006020500005,,2020-10-10,40975912,2296960,334,0,S,US,N,null,NARS,,null,null,28,1,Lip Balm & Treatment,,,,60205,1,2020-10-10,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086800042600000009071800006,,2020-10-03,40969348,2230829,202,0,S,US,N,null,BEAUTYBLENDER,,null,null,20,1,Sponges & Applicators,,,,90718,1,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1091479996,086960287700000000140200002,null,2020-10-19,40977373,2311678,1360,0,S,US,N,null,SOL DE JANEIRO,BI,null,null,0,1,,,null,,1402,2,2020-10-19,97,Unclassified,null,null,2020-10-21-154032,null,null,2020,10,US STORE
null,086800043800000009811900003,,2020-10-03,40914298,1686427,260,0,S,US,N,null,BELIF,,null,null,38,1,Moisturizers,,,,98119,1,2020-10-03,15,Skincare,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1091479996,086960287700000000140200002,null,2020-10-19,40984822,2384667,1360,0,S,US,N,null,TATCHA,,null,null,72,1,Value & Gift Sets,,null,,1402,1,2020-10-19,15,Skincare,null,null,2020-10-21-154032,null,null,2020,10,US STORE
null,086800051800000009842000005,,2020-10-03,40976739,2303774,368,0,S,US,N,null,LAURA MERCIER,,null,null,38,1,Face Primer,,,,98420,2,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1089504731,087080074700000008936400001,null,2020-10-31,135777,621284,92,0,S,US,N,null,PROFUSION,OT,null,null,30,1,,GC,null,,89364,1,2020-10-31,96,Unclassified,null,null,2020-11-02-160351,null,null,2020,10,US STORE
null,086800051800000009842000005,,2020-10-03,205110,1410950,368,0,S,US,N,null,SYSTEM USE,OT,null,null,0.05,1,SPECIAL PRODUCTS,,,,98420,3,2020-10-03,96,Unclassified,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1089504731,087080074700000008936400001,null,2020-10-31,40977351,2311686,92,0,S,US,N,null,MILK MAKE UP,BI,null,null,0,1,,,null,,89364,2,2020-10-31,97,Unclassified,null,null,2020-11-02-160351,null,null,2020,10,US STORE
null,086800051800000009842000005,,2020-10-03,40976739,2303774,368,0,S,US,N,null,LAURA MERCIER,,null,null,38,1,Face Primer,,,,98420,1,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1054510502,087000068400000005918300001,null,2020-10-23,40973109,2268316,140,0,S,US,N,null,FENTY,,null,null,35,1,Foundation,,null,,59183,1,2020-10-23,10,Makeup,null,null,2020-10-25-155938,null,null,2020,10,US STORE
null,086800064800000007897700004,,2020-10-03,40938673,1925619,248,0,S,US,N,null,FENTY,,null,null,17.5,1,Concealer,,,,78977,2,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1054510502,087000068400000005918300001,null,2020-10-23,40977373,2311678,140,0,S,US,N,null,SOL DE JANEIRO,BI,null,null,0,1,,,null,,59183,2,2020-10-23,97,Unclassified,null,null,2020-10-25-155938,null,null,2020,10,US STORE
null,086800064800000007897700004,,2020-10-03,40938676,1925643,248,0,S,US,N,null,FENTY,,null,null,17.5,1,Concealer,,,,78977,3,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1032351371,086780036400000004102000006,,2020-10-01,40977795,2315935,26,0,S,US,N,null,SUPERGOOP,,null,null,34,1,Face Sunscreen,,,,41020,1,2020-10-01,15,Skincare,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086800064800000007897700004,,2020-10-03,40914629,1689744,248,0,S,US,N,null,"DIOR, CHRISTIAN",,null,null,29.5,1,Mascara,,,,78977,4,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1032351371,086780036400000004102000006,,2020-10-01,40984490,2381325,26,0,S,US,N,null,REN,BI,null,null,0,1,BI,,,,41020,2,2020-10-01,97,Unclassified,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086800064800000007897700004,,2020-10-03,40938684,1925726,248,0,S,US,N,null,FENTY,,null,null,25,1,Contour,,,,78977,1,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1024970070,086970268300000000339900004,null,2020-10-20,40980091,2337293,1172,0,S,US,N,null,WISHFUL,,null,null,39,1,Exfoliators,,null,,3399,1,2020-10-20,15,Skincare,null,null,2020-10-23-155056,null,null,2020,10,US STORE
null,086800065300000008905800004,,2020-10-03,40971342,2250553,450,0,S,US,N,null,LAURA MERCIER,,null,null,47,1,Tinted Moisturizer,,,,89058,1,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1024970070,086970268300000000339900004,null,2020-10-20,40977739,2315315,1172,0,S,US,N,null,TATCHA,,null,null,28,1,Lip Balms & Treatments,,null,,3399,2,2020-10-20,15,Skincare,null,null,2020-10-23-155056,null,null,2020,10,US STORE
null,086800065300000008905800004,,2020-10-03,40984636,2382638,450,0,S,US,N,null,ANASTASIA,,null,null,18,1,Lipstick,,,,89058,2,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1024970070,087050268300000003781000001,null,2020-10-28,40963532,2174282,1172,0,R,US,N,null,SUMMER FRIDAYS,,null,null,-44.2,-1,Face Masks,,null,,37810,1,2020-10-28,15,Skincare,null,null,2020-10-30-160013,null,null,2020,10,US STORE
null,086800065300000008905800004,,2020-10-03,40964299,2182095,450,0,S,US,N,null,ANASTASIA,,null,null,20,1,Eyebrow,,,,89058,3,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1024970070,087050268300000003781000001,null,2020-10-28,40953464,2073237,1172,0,S,US,N,null,OLE HENRIKSEN,,null,null,38,1,Face Masks,,null,,37810,2,2020-10-28,15,Skincare,null,null,2020-10-31-154221,null,null,2020,10,US STORE
null,086800066100000007711700002,,2020-10-03,40976817,2307510,454,0,S,US,N,null,TOO FACED,,null,null,29,1,Lip Gloss,,,,77117,1,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1024970070,087030268300000003767200001,null,2020-10-26,40980225,2339414,1172,-1.8,S,US,N,null,SEPHORA ACCESSORIES,,null,null,10.2,1,Facial Rollers,,null,,37672,3,2020-10-26,40,Sephora Collection,null,null,2020-10-29-160918,null,null,2020,10,US STORE
null,086800066100000007719400002,,2020-10-03,213631,1501311,454,0,S,US,N,null,MARC JACOBS BEAUTY,,null,null,26,1,Eyeliner,,,,77194,1,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1024970070,087030268300000003767200001,null,2020-10-26,40949660,2033264,1172,-4.2,S,US,N,null,OLAPLEX,,null,null,23.8,1,Scalp & Hair Treatments,,null,,37672,4,2020-10-26,16,Hair,null,null,2020-10-29-160918,null,null,2020,10,US STORE
null,086800067400000001957400003,,2020-10-03,40981029,2346526,88,0,S,US,N,null,DRUNK ELEPHANT,,null,null,16,1,Deodorant & Antiperspirant,,,,19574,1,2020-10-03,15,Skincare,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1024970070,087030268300000003767200001,null,2020-10-26,40954852,2087294,1172,-6,S,US,N,null,HERBIVORE,,null,null,34,1,Facial Rollers,,null,,37672,1,2020-10-26,15,Skincare,null,null,2020-10-29-160918,null,null,2020,10,US STORE
null,086800067400000008997200002,,2020-10-03,40982622,2361756,88,0,S,US,N,null,RARE BEAUTY,,null,null,19,1,Concealer,,,,89972,1,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1024970070,087030268300000003767200001,null,2020-10-26,40974508,2282820,1172,-1.05,S,US,N,null,SEPHORA SKINCARE,,null,null,5.95,1,Lip Balms & Treatments,,null,,37672,6,2020-10-26,40,Sephora Collection,null,null,2020-10-29-160918,null,null,2020,10,US STORE
null,086800067400000008997200002,,2020-10-03,40982510,2362168,88,0,S,US,N,null,RARE BEAUTY,,null,null,22,1,Highlighter,,,,89972,3,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1024970070,087030268300000003767200001,null,2020-10-26,40963532,2174282,1172,-7.8,S,US,N,null,SUMMER FRIDAYS,,null,null,44.2,1,Face Masks,,null,,37672,2,2020-10-26,15,Skincare,null,null,2020-10-29-160918,null,null,2020,10,US STORE
null,086800067400000008997200002,,2020-10-03,40981264,2349629,88,0,S,US,N,null,BARE MINERALS,,null,null,12,1,Mini Size,,,,89972,4,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1024970070,087030268300000003767200001,null,2020-10-26,40978320,2321321,1172,0,S,US,N,null,TATCHA,BI,null,null,0,1,,,null,,37672,9,2020-10-26,97,Unclassified,null,null,2020-10-29-160918,null,null,2020,10,US STORE
null,086800067400000008997200002,,2020-10-03,40982487,2361285,88,0,S,US,N,null,RARE BEAUTY,,null,null,29,1,Foundation,,,,89972,2,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1024970070,087030268300000003767200001,null,2020-10-26,40976122,2299253,1172,-4.95,S,US,N,null,SEPHORA ACCESSORIES,,null,null,0,1,Makeup & Travel Cases,,null,,37672,7,2020-10-26,40,Sephora Collection,null,null,2020-10-28-161844,null,null,2020,10,US STORE
null,086800070800000007498100001,,2020-10-03,40980859,2344646,150,0,S,US,N,null,FIRST AID BEAUTY LTD,,null,null,10,1,Mini Size,,,,74981,1,2020-10-03,15,Skincare,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1024970070,087030268300000003767200001,null,2020-10-26,40952004,2058386,1172,-1.2,S,US,N,null,INVISIBOBBLE,,null,null,6.8,1,Accessories,,null,,37672,5,2020-10-26,16,Hair,null,null,2020-10-28-161844,null,null,2020,10,US STORE
null,086800074700000008482600004,,2020-10-03,163373,943555,92,0,S,US,N,null,"VERSACE, GIANNI",,null,null,60,1,Perfume,,,,84826,1,2020-10-03,20,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1024970070,087030268300000003767200001,null,2020-10-26,40986546,2401834,1172,0,S,US,N,null,ANASTASIA,BI,null,null,0,1,BI,,null,,37672,8,2020-10-26,97,Unclassified,null,null,2020-10-29-160918,null,null,2020,10,US STORE
null,086800075300000000822600001,,2020-10-03,139366,666099,378,0,S,US,N,null,DOLCE & GABBANA,,null,null,58,1,Perfume,,,,8226,1,2020-10-03,20,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1028639675,086800258300000004294700001,,2020-10-03,216975,1533439,462,-2.6,S,US,N,null,TOO FACED,,null,null,23.4,1,Mascara,,,,42947,2,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086800080600000004623800002,,2020-10-03,40969682,2234151,396,0,S,US,N,null,SEPHORA COLOR,,null,null,12,1,Lip Gloss,,,,46238,2,2020-10-03,40,Sephora Collection,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1028639675,086800258300000004294700001,,2020-10-03,40936212,1900703,462,-1.5,S,US,N,null,URBAN DECAY,,null,null,13.5,1,Makeup,,,,42947,1,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086800080600000004623800002,,2020-10-03,40914793,1691393,396,0,S,US,N,null,SEPHORA COLOR,,null,null,13,1,Lip Liner,,,,46238,1,2020-10-03,40,Sephora Collection,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1050278166,087040244000000006241600002,null,2020-10-27,40985286,2388478,228,0,S,US,N,null,FARMACY,BI,null,null,0,1,BI,,null,,62416,3,2020-10-27,97,Unclassified,null,null,2020-10-29-160918,null,null,2020,10,US STORE
null,086800080600000004623800002,,2020-10-03,40969348,2230829,396,0,S,US,N,null,BEAUTYBLENDER,,null,null,20,1,Sponges & Applicators,,,,46238,5,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1050278166,087040244000000006241600002,null,2020-10-27,40932455,1863604,228,0,S,US,N,null,YOUTH TO THE PEOPLE,,null,null,48,1,Moisturizers,,null,,62416,1,2020-10-27,15,Skincare,null,null,2020-10-29-160918,null,null,2020,10,US STORE
null,086800080600000004623800002,,2020-10-03,40973318,2270676,396,0,S,US,N,null,ANASTASIA,,null,null,38,1,Foundation,,,,46238,4,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1050278166,087040244000000006241600002,null,2020-10-27,40986152,2397958,228,0,S,US,N,null,KIEHL'S,BI,null,null,0,1,BI,,null,,62416,2,2020-10-27,97,Unclassified,null,null,2020-10-29-160918,null,null,2020,10,US STORE
null,086800080600000004623800002,,2020-10-03,40928185,1820620,396,0,S,US,N,null,BENEFIT,,null,null,24,1,Eyebrow,,,,46238,3,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1079000000,086990228200000002648200001,null,2020-10-22,40977373,2311678,722,0,S,US,N,null,SOL DE JANEIRO,BI,null,null,0,1,,,null,,26482,3,2020-10-22,97,Unclassified,null,null,2020-10-24-163756,null,null,2020,10,US STORE
null,086800080800000002279300001,,2020-10-03,40963048,2169423,236,0,S,US,N,null,MILK MAKE UP,,null,null,30,1,Face Primer,,,,22793,2,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1079000000,086990228200000002648200001,null,2020-10-22,40949660,2033264,722,0,S,US,N,null,OLAPLEX,,null,null,28,1,Scalp & Hair Treatments,,null,,26482,2,2020-10-22,16,Hair,null,null,2020-10-24-163756,null,null,2020,10,US STORE
null,086800080800000002279300001,,2020-10-03,40954035,2078947,236,0,S,US,N,null,MILK MAKE UP,,null,null,12,1,Makeup,,,,22793,1,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1079000000,086990228200000002648200001,null,2020-10-22,40967767,2214807,722,0,S,US,N,null,FARSALI,,null,null,54,1,Face Primer,,null,,26482,1,2020-10-22,10,Makeup,null,null,2020-10-24-163756,null,null,2020,10,US STORE
null,086800086500000002972100001,,2020-10-03,40954531,2084531,136,0,S,US,N,null,TOO FACED,,null,null,30,1,Concealer,,,,29721,2,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1023397043,086940049800000003665000003,null,2020-10-17,40952689,2065415,348,-10,S,US,N,null,CHANEL,,null,null,145,1,Cologne,,null,,36650,1,2020-10-17,30,Fragrance,null,null,2020-10-19-154606,null,null,2020,10,US STORE
null,086800086500000002972100001,,2020-10-03,40938648,1925361,136,0,S,US,N,null,FENTY,,null,null,35,1,Foundation,,,,29721,3,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1025548409,086870236400000002149200001,,2020-10-10,211412,1478361,764,0,S,US,N,null,NARS,,null,null,30,1,Concealer,,,,21492,1,2020-10-10,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086800086500000002972100001,,2020-10-03,40936142,1900000,136,0,S,US,N,null,URBAN DECAY,,null,null,33,1,Setting Spray & Powder,,,,29721,1,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1084541348,086870097200000009343900004,,2020-10-10,40985264,2388841,476,0,S,US,N,null,KIEHL'S,BI,null,null,0,1,,,,,93439,2,2020-10-10,97,Unclassified,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086800088300000004817100001,,2020-10-03,40936141,1899996,286,0,S,US,N,null,URBAN DECAY,,null,null,33,1,Setting Spray & Powder,,,,48171,1,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1084541348,086870097200000009343900004,,2020-10-10,40971745,2254977,476,0,S,US,N,null,KIEHL'S,,null,null,45,1,Face Masks,,,,93439,1,2020-10-10,15,Skincare,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086800089900000007119300003,,2020-10-03,40962795,2166841,160,0,S,US,N,null,CLINIQUE,,null,null,31,1,Foundation,,,,71193,2,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1094666519,086880043200000005930900003,,2020-10-11,209523,1458413,250,0,S,US,N,null,MONT BLANC,,null,null,75,1,Cologne,,,,59309,2,2020-10-11,30,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086800089900000007119300003,,2020-10-03,40981101,2347243,160,0,S,US,N,null,DRUNK ELEPHANT,,null,null,49,1,Value & Gift Sets,,,,71193,1,2020-10-03,15,Skincare,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1094666519,086880043200000005930900003,,2020-10-11,40951604,2054252,250,0,S,US,N,null,"ARMANI, GIORGIO",,null,null,77,1,Cologne,,,,59309,1,2020-10-11,30,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086800090100000003763500001,,2020-10-03,40956939,2107787,164,0,S,US,N,null,BARE MINERALS,,null,null,26,1,Face Primer,,,,37635,1,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1089834040,087000035000000002132200001,null,2020-10-23,183493,1177567,12,0,S,US,N,null,KVD VEGAN BEAUTY,,null,null,21,1,Eyeliner,,null,,21322,1,2020-10-23,10,Makeup,null,null,2020-10-25-155938,null,null,2020,10,US STORE
